GEO.id,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
"1600000US2537490","Lynn city, Massachusetts","31429","2041","13643","1338","17786","1786"
"1600000US2545000","New Bedford city, Massachusetts","37910","1603","14254","1392","23656","1801"
"1600000US2545560","Newton city, Massachusetts","31221","1213","21739","1390","9482","1355"
"1600000US2555745","Quincy city, Massachusetts","40199","1778","16409","1502","23790","2142"
"1600000US2562535","Somerville city, Massachusetts","33113","1992","10269","1490","22844","1888"
"1600000US2567000","Springfield city, Massachusetts","57078","2493","23682","1954","33396","2172"
"1600000US2582000","Worcester city, Massachusetts","71688","3338","30148","2415","41540","2850"
"1600000US2603000","Ann Arbor city, Michigan","46385","2015","20181","1317","26204","1716"
"1600000US2621000","Dearborn city, Michigan","31061","1607","20675","1731","10386","1164"
"1600000US2622000","Detroit city, Michigan","266333","4358","124711","4291","141622","4219"
"1600000US2627440","Farmington Hills city, Michigan","33415","1778","20925","1648","12490","1400"
"1600000US2629000","Flint city, Michigan","42468","2067","20623","1929","21845","2008"
"1600000US2634000","Grand Rapids city, Michigan","75472","2600","40762","2286","34710","2667"
"1600000US2642160","Kalamazoo city, Michigan","27863","1745","13389","1432","14474","1430"
"1600000US2646000","Lansing city, Michigan","48631","1942","24615","1759","24016","2028"
"1600000US2649000","Livonia city, Michigan","36806","1349","31111","1355","5695","887"
"1600000US2669035","Rochester Hills city, Michigan","28325","1365","21030","1378","7295","980"
"1600000US2674900","Southfield city, Michigan","31489","1691","15842","1564","15647","1511"
"1600000US2676460","Sterling Heights city, Michigan","49032","1895","37220","1718","11812","1560"
"1600000US2680700","Troy city, Michigan","30729","1247","22740","1425","7989","1317"
"1600000US2684000","Warren city, Michigan","55156","2088","36946","2097","18210","1850"
"1600000US2686000","Westland city, Michigan","35991","1928","21574","1520","14417","1291"
"1600000US2688940","Wyoming city, Michigan","27438","1541","18140","1790","9298","1435"
"1600000US2706382","Blaine city, Minnesota","22718","1440","19963","1521","2755","884"
"1600000US2706616","Bloomington city, Minnesota","36011","2012","23470","1888","12541","1259"
"1600000US2707966","Brooklyn Park city, Minnesota","27830","1678","19258","1547","8572","1165"
"1600000US2717000","Duluth city, Minnesota","36198","1453","22075","1173","14123","1345"
"1600000US2717288","Eagan city, Minnesota","25376","1143","18004","1258","7372","874"
"1600000US2735180","Lakeville city, Minnesota","22156","1110","18737","1385","3419","1031"
"1600000US2740166","Maple Grove city, Minnesota","29047","1826","25306","2035","3741","915"
"1600000US2743000","Minneapolis city, Minnesota","175233","3758","83653","2434","91580","3652"
"1600000US2751730","Plymouth city, Minnesota","31874","1476","22735","1431","9139","1342"
"1600000US2754880","Rochester city, Minnesota","49361","947","31471","1490","17890","1466"
"1600000US2756896","St. Cloud city, Minnesota","25189","1538","13008","1286","12181","1442"
"1600000US2758000","St. Paul city, Minnesota","115858","3008","57137","2496","58721","2645"
"1600000US2771428","Woodbury city, Minnesota","26388","1177","22468","1293","3920","1149"
"1600000US2829700","Gulfport city, Mississippi","29899","1760","13584","1548","16315","1681"
"1600000US2836000","Jackson city, Mississippi","59306","2368","29477","1951","29829","2432"
"1600000US2915670","Columbia city, Missouri","49437","1838","23272","1896","26165","2123"
"1600000US2935000","Independence city, Missouri","48237","2246","30314","2416","17923","1909"
"1600000US2938000","Kansas City city, Missouri","207377","3927","110462","3818","96915","3845"
"1600000US2941348","Lee's Summit city, Missouri","37758","1695","30554","1440","7204","1159"
"1600000US2954074","O'Fallon city, Missouri","29948","1543","24143","1558","5805","1221"
"1600000US2964082","St. Charles city, Missouri","29672","1712","19165","1571","10507","1294"
"1600000US2964550","St. Joseph city, Missouri","28314","1394","17204","1337","11110","1665"
"1600000US2965000","St. Louis city, Missouri","144295","2502","63011","2835","81284","3477"
"1600000US2970000","Springfield city, Missouri","79220","2234","34189","2523","45031","2548"
"1600000US3006550","Billings city, Montana","47494","1546","29615","1874","17879","2067"
"1600000US3050200","Missoula city, Montana","32279","1278","14618","1389","17661","1662"
"1600000US3128000","Lincoln city, Nebraska","114870","1846","65583","2363","49287","2485"
"1600000US3137000","Omaha city, Nebraska","184831","2451","107403","2716","77428","2826"
"1600000US3223770","Enterprise CDP, Nevada","62728","3339","38738","2688","23990","2428"
"1600000US3231900","Henderson city, Nevada","120678","3028","77418","2885","43260","3044"
"1600000US3240000","Las Vegas city, Nevada","234592","4636","125062","3962","109530","4316"
"1600000US3251800","North Las Vegas city, Nevada","78774","3099","46909","2823","31865","2728"
"1600000US3254600","Paradise CDP, Nevada","93956","3005","34210","2386","59746","3206"
"1600000US3260600","Reno city, Nevada","106970","2714","50555","2691","56415","2608"
"1600000US3268400","Sparks city, Nevada","39015","1796","23577","1595","15438","1608"
"1600000US3268585","Spring Valley CDP, Nevada","80913","3775","35570","2319","45343","2862"
"1600000US3271400","Sunrise Manor CDP, Nevada","61929","2890","30690","1967","31239","2676"
"1600000US3345140","Manchester city, New Hampshire","44286","2090","19162","1565","25124","1934"
"1600000US3350260","Nashua city, New Hampshire","38520","1933","21468","1987","17052","1685"
"1600000US3403580","Bayonne city, New Jersey","23743","1769","9192","1111","14551","1664"
"1600000US3410000","Camden city, New Jersey","23804","1813","10259","1617","13545","1406"
"1600000US3413690","Clifton city, New Jersey","30647","1367","17756","1742","12891","1635"
"1600000US3419390","East Orange city, New Jersey","22080","1730","6524","1133","15556","1750"
"1600000US3421000","Elizabeth city, New Jersey","40118","1809","9899","1548","30219","1798"
"1600000US3436000","Jersey City city, New Jersey","102353","2977","30254","2094","72099","3005"
"1600000US3451000","Newark city, New Jersey","101689","2837","22305","2417","79384","3028"
"1600000US3456550","Passaic city, New Jersey","19761","1364","4066","952","15695","1213"
"1600000US3457000","Paterson city, New Jersey","48926","2151","12221","1687","36705","2371"
"1600000US3473110","Toms River CDP, New Jersey","34035","1834","27239","1778","6796","1516"
"1600000US3474000","Trenton city, New Jersey","28900","2314","11026","1528","17874","2251"
"1600000US3474630","Union City city, New Jersey","23889","1625","5244","1007","18645","1587"
"1600000US3502000","Albuquerque city, New Mexico","228491","3231","133105","3917","95386","4054"
"1600000US3539380","Las Cruces city, New Mexico","43143","2010","22664","1701","20479","2221"
"1600000US3563460","Rio Rancho city, New Mexico","36868","1117","27024","1570","9844","1561"
"1600000US3570500","Santa Fe city, New Mexico","35764","1358","22583","1330","13181","1588"
"1600000US3601000","Albany city, New York","42379","1890","15013","1513","27366","1906"
"1600000US3608026","Brentwood CDP, New York","15076","1497","11550","1312","3526","1095"
"1600000US3611000","Buffalo city, New York","109446","3196","45505","2550","63941","3183"
"1600000US3615000","Cheektowaga CDP, New York","33108","2018","21600","1466","11508","1645"
"1600000US3649121","Mount Vernon city, New York","25910","1696","9416","1344","16494","1721"
"1600000US3650617","New Rochelle city, New York","26873","1705","13810","1716","13063","1378"
"1600000US3651000","New York city, New York","3184496","11009","1042956","11809","2141540","14634"
"1600000US3663000","Rochester city, New York","84868","3296","32002","2364","52866","2943"
"1600000US3665508","Schenectady city, New York","24267","1674","10340","1341","13927","1404"
"1600000US3673000","Syracuse city, New York","53949","2128","21614","1774","32335","1922"
"1600000US3684000","Yonkers city, New York","79178","2388","35069","2735","44109","2642"
"1600000US3702140","Asheville city, North Carolina","40968","2271","20228","1804","20740","2080"
"1600000US3710740","Cary town, North Carolina","64171","1932","44524","2145","19647","2044"
"1600000US3712000","Charlotte city, North Carolina","335918","4538","176461","4747","159457","5122"
"1600000US3714100","Concord city, North Carolina","33523","1754","23617","1780","9906","1390"
"1600000US3719000","Durham city, North Carolina","112342","2632","57044","2670","55298","2713"
"1600000US3722920","Fayetteville city, North Carolina","81665","2198","35479","2114","46186","2167"
"1600000US3725580","Gastonia city, North Carolina","30725","1496","17039","1610","13686","1455"
"1600000US3728000","Greensboro city, North Carolina","119838","3048","58017","3185","61821","3201"
"1600000US3728080","Greenville city, North Carolina","36501","1949","13347","1689","23154","2163"
"1600000US3731400","High Point city, North Carolina","43169","2458","23105","2275","20064","2255"
"1600000US3734200","Jacksonville city, North Carolina","21735","1813","7168","1432","14567","1762"
"1600000US3755000","Raleigh city, North Carolina","188941","3867","96174","2922","92767","3799"
"1600000US3774440","Wilmington city, North Carolina","52998","2440","21901","2056","31097","2671"
"1600000US3775000","Winston-Salem city, North Carolina","97226","2265","50026","2455","47200","3016"
"1600000US3807200","Bismarck city, North Dakota","32629","1272","20577","1256","12052","1364"
"1600000US3825700","Fargo city, North Dakota","53850","2515","24426","2051","29424","3106"
"1600000US3901000","Akron city, Ohio","85973","2724","42719","2674","43254","2791"
"1600000US3912000","Canton city, Ohio","29652","1734","15052","1706","14600","1383"
"1600000US3915000","Cincinnati city, Ohio","138767","3775","52732","2498","86035","3703"
"1600000US3916000","Cleveland city, Ohio","173025","3916","69133","3182","103892","3938"
"1600000US3918000","Columbus city, Ohio","366034","4518","164967","4927","201067","5412"
"1600000US3921000","Dayton city, Ohio","60096","2339","26733","2199","33363","2405"
"1600000US3944856","Lorain city, Ohio","25568","1732","14124","1652","11444","1382"
"1600000US3961000","Parma city, Ohio","33329","1832","23782","1808","9547","1256"
"1600000US3977000","Toledo city, Ohio","116849","2463","58391","2816","58458","2710"
"1600000US3988000","Youngstown city, Ohio","27783","1725","14239","1646","13544","1363"
"1600000US4009050","Broken Arrow city, Oklahoma","39101","1258","28786","1356","10315","914"
"1600000US4023200","Edmond city, Oklahoma","33474","1756","22607","1533","10867","1267"
"1600000US4041850","Lawton city, Oklahoma","33335","2082","16374","1520","16961","1719"
"1600000US4052500","Norman city, Oklahoma","49674","1660","24238","1892","25436","2035"
"1600000US4055000","Oklahoma City city, Oklahoma","245772","3560","143562","3764","102210","3748"
"1600000US4075000","Tulsa city, Oklahoma","163083","1823","82332","2104","80751","2251"
"1600000US4105350","Beaverton city, Oregon","38762","2033","18567","1859","20195","1848"
"1600000US4105800","Bend city, Oregon","41160","2062","24370","2244","16790","2150"
"1600000US4123850","Eugene city, Oregon","73458","1989","34863","2412","38595","2417"
"1600000US4131250","Gresham city, Oregon","40253","2012","20480","1879","19773","1701"
"1600000US4134100","Hillsboro city, Oregon","40812","2051","22082","1893","18730","1899"
"1600000US4147000","Medford city, Oregon","33388","1546","18846","1536","14542","1754"
"1600000US4159000","Portland city, Oregon","273607","3339","144084","3605","129523","3563"
"1600000US4164900","Salem city, Oregon","64191","2455","33382","2342","30809","2541"
"1600000US4202000","Allentown city, Pennsylvania","42538","1992","16993","1850","25545","1922"
"1600000US4206088","Bethlehem city, Pennsylvania","29635","1536","15541","1532","14094","1569"
"1600000US4224000","Erie city, Pennsylvania","40446","1675","20482","1570","19964","1508"
"1600000US4260000","Philadelphia city, Pennsylvania","608233","5554","320690","6308","287543","6327"
"1600000US4261000","Pittsburgh city, Pennsylvania","141881","3396","66598","2371","75283","3117"
"1600000US4263624","Reading city, Pennsylvania","28755","1652","10685","1281","18070","1611"
"1600000US4269000","Scranton city, Pennsylvania","30273","1474","15375","1452","14898","1485"
"1600000US4419180","Cranston city, Rhode Island","31993","1885","20946","2050","11047","1718"
"1600000US4454640","Pawtucket city, Rhode Island","29051","1751","14369","1604","14682","1730"
"1600000US4459000","Providence city, Rhode Island","60883","2934","21372","2260","39511","2878"
"1600000US4474300","Warwick city, Rhode Island","35628","1463","23934","1569","11694","1515"
"1600000US4513330","Charleston city, South Carolina","57915","2326","34295","2422","23620","2034"
"1600000US4516000","Columbia city, South Carolina","46888","2525","20862","1730","26026","2249"
"1600000US4530850","Greenville city, South Carolina","29962","1557","12744","1325","17218","1684"
"1600000US4548535","Mount Pleasant town, South Carolina","36049","1509","25058","1778","10991","1826"
"1600000US4550875","North Charleston city, South Carolina","44405","2134","20793","1980","23612","2244"
"1600000US4561405","Rock Hill city, South Carolina","26768","1916","13813","1421","12955","1512"
"1600000US4652980","Rapid City city, South Dakota","30364","1435","18645","1481","11719","1644"
"1600000US4659020","Sioux Falls city, South Dakota","71068","1754","43564","2310","27504","2164"
"1600000US4714000","Chattanooga city, Tennessee","76021","2610","40487","2634","35534","2769"
"1600000US4715160","Clarksville city, Tennessee","56546","2110","29154","2036","27392","1942"
"1600000US4727740","Franklin city, Tennessee","30291","1064","21315","1383","8976","1342"
"1600000US4737640","Jackson city, Tennessee","26267","1404","13366","1475","12901","1450"
"1600000US4738320","Johnson City city, Tennessee","30507","1891","15638","1523","14869","1914"
"1600000US4740000","Knoxville city, Tennessee","81925","2120","37287","2372","44638","2325"
"1600000US4748000","Memphis city, Tennessee","252517","4720","117384","4301","135133","5287"
"1600000US4751560","Murfreesboro city, Tennessee","53894","1867","26559","2379","27335","2470"
"1600000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee","272826","3790","145285","3989","127541","4449"
"1600000US4801000","Abilene city, Texas","42752","1623","22492","1463","20260","1711"
"1600000US4801924","Allen city, Texas","35783","1906","26221","2059","9562","1864"
"1600000US4803000","Amarillo city, Texas","77403","2009","45691","2270","31712","2214"
"1600000US4804000","Arlington city, Texas","135867","3781","74122","3401","61745","3841"
"1600000US4804462","Atascocita CDP, Texas","25094","2500","20140","2472","4954","1305"
"1600000US4805000","Austin city, Texas","390395","6082","175016","5431","215379","5188"
"1600000US4806128","Baytown city, Texas","27351","2054","15637","1880","11714","1672"
"1600000US4807000","Beaumont city, Texas","44288","2201","24233","1700","20055","2148"
"1600000US4810768","Brownsville city, Texas","51334","2268","30899","2347","20435","1904"
"1600000US4810912","Bryan city, Texas","29701","1773","13358","1382","16343","1877"
"1600000US4813024","Carrollton city, Texas","49232","2115","28742","1889","20490","1969"
"1600000US4813552","Cedar Park city, Texas","24767","1609","15580","1727","9187","1341"
"1600000US4815976","College Station city, Texas","41868","2284","15424","1475","26444","2223"
"1600000US4816432","Conroe city, Texas","33852","2440","17603","1861","16249","2042"
"1600000US4817000","Corpus Christi city, Texas","116456","2582","65603","2999","50853","3084"
"1600000US4819000","Dallas city, Texas","521198","6967","209766","6361","311432","7316"
"1600000US4819972","Denton city, Texas","48769","2360","22845","2044","25924","2243"
"1600000US4822660","Edinburg city, Texas","28003","2007","16240","1598","11763","1622"
"1600000US4824000","El Paso city, Texas","227506","3697","132531","4355","94975","4771"
"1600000US4826232","Flower Mound town, Texas","25256","1280","21794","1190","3462","741"
"1600000US4827000","Fort Worth city, Texas","308188","5602","173864","4712","134324","4839"
"1600000US4827684","Frisco city, Texas","63562","2011","44896","1911","18666","2092"
"1600000US4829000","Garland city, Texas","74489","2313","47367","2549","27122","2235"
"1600000US4829336","Georgetown city, Texas","28062","1962","20964","1965","7098","1384"
"1600000US4830464","Grand Prairie city, Texas","62349","2567","37047","2502","25302","2670"
"1600000US4832372","Harlingen city, Texas","21504","1452","12930","1336","8574","1261"
"1600000US4835000","Houston city, Texas","849105","8526","355592","8046","493513","9001"
"1600000US4837000","Irving city, Texas","85295","2627","26684","1784","58611","2386"
"1600000US4839148","Killeen city, Texas","52186","2577","22549","2316","29637","2477"
"1600000US4841464","Laredo city, Texas","71160","1595","42499","2524","28661","2273"
"1600000US4841980","League City city, Texas","37234","1816","26929","2260","10305","1899"
"1600000US4842508","Lewisville city, Texas","38738","1679","15973","1368","22765","1817"
"1600000US4843888","Longview city, Texas","30554","1847","15549","1576","15005","1802"
"1600000US4845000","Lubbock city, Texas","97457","2624","51213","2683","46244","2932"
"1600000US4845384","McAllen city, Texas","43937","2097","26684","2059","17253","1970"
"1600000US4845744","McKinney city, Texas","63889","2572","42687","2511","21202","2190"
"1600000US4846452","Mansfield city, Texas","22719","1270","17831","1233","4888","1176"
"1600000US4847892","Mesquite city, Texas","47591","2577","26534","2044","21057","2219"
"1600000US4848072","Midland city, Texas","47827","1876","30093","2222","17734","2174"
"1600000US4848768","Mission city, Texas","24385","1887","16784","1920","7601","1715"
"1600000US4848804","Missouri City city, Texas","24522","1677","18906","2155","5616","1469"
"1600000US4850820","New Braunfels city, Texas","29781","1797","18945","1788","10836","1512"
"1600000US4852356","North Richland Hills city, Texas","26130","1920","15494","1614","10636","1393"
"1600000US4853388","Odessa city, Texas","42819","1699","25407","1761","17412","2005"
"1600000US4856000","Pasadena city, Texas","46703","1950","24832","1900","21871","2041"
"1600000US4856348","Pearland city, Texas","42409","2505","29789","2905","12620","2422"
"1600000US4857200","Pharr city, Texas","20861","1721","12398","1574","8463","1591"
"1600000US4858016","Plano city, Texas","102778","2774","59404","3210","43374","2916"
"1600000US4861796","Richardson city, Texas","43922","2610","24637","2419","19285","1913"
"1600000US4863500","Round Rock city, Texas","40854","2041","24097","2079","16757","1785"
"1600000US4863572","Rowlett city, Texas","21477","1498","18171","1603","3306","1311"
"1600000US4864472","San Angelo city, Texas","37432","1920","22280","1728","15152","2015"
"1600000US4865000","San Antonio city, Texas","509964","5167","270407","4935","239557","5295"
"1600000US4870808","Sugar Land city, Texas","39378","2043","32629","2020","6749","1520"
"1600000US4872176","Temple city, Texas","28805","1753","16386","1637","12419","1641"
"1600000US4872656","The Woodlands CDP, Texas","40491","2911","29403","2395","11088","1944"
"1600000US4874144","Tyler city, Texas","35597","1777","17806","1599","17791","1838"
"1600000US4875428","Victoria city, Texas","23878","1244","14644","1516","9234","1422"
"1600000US4876000","Waco city, Texas","48032","1845","20651","1742","27381","2092"
"1600000US4879000","Wichita Falls city, Texas","35436","1982","20399","1589","15037","1706"
"1600000US4943660","Layton city, Utah","24599","1365","16997","1302","7602","1037"
"1600000US4944320","Lehi city, Utah","18203","1088","15013","1081","3190","861"
"1600000US4955980","Ogden city, Utah","30698","1683","17005","1610","13693","1556"
"1600000US4957300","Orem city, Utah","29020","1086","18263","1164","10757","1251"
"1600000US4962470","Provo city, Utah","32912","1634","11886","1144","21026","1471"
"1600000US4965330","St. George city, Utah","31911","2130","21495","1907","10416","1771"
"1600000US4967000","Salt Lake City city, Utah","80714","2515","38424","2378","42290","2331"
"1600000US4967440","Sandy city, Utah","33349","1234","25843","1481","7506","1271"
"1600000US4970850","South Jordan city, Utah","21252","1308","17595","1292","3657","1021"
"1600000US4982950","West Jordan city, Utah","32895","1522","23847","1659","9048","1510"
"1600000US4983470","West Valley City city, Utah","38898","1737","26718","1897","12180","1620"
"1600000US5101000","Alexandria city, Virginia","71740","1543","31776","1739","39964","2098"
"1600000US5103000","Arlington CDP, Virginia","109940","1822","46951","2101","62989","2526"
"1600000US5114440","Centreville CDP, Virginia","25684","1579","18156","1193","7528","1450"
"1600000US5116000","Chesapeake city, Virginia","86122","1667","62005","2100","24117","2261"
"1600000US5121088","Dale City CDP, Virginia","20142","1369","15672","1406","4470","818"
"1600000US5135000","Hampton city, Virginia","54800","1457","29345","1919","25455","2021"
"1600000US5147672","Lynchburg city, Virginia","28500","1191","13686","1351","14814","1404"
"1600000US5156000","Newport News city, Virginia","71291","1906","33802","2469","37489","2730"
"1600000US5157000","Norfolk city, Virginia","89338","1882","35801","2483","53537","2555"
"1600000US5164000","Portsmouth city, Virginia","34578","1559","18763","1398","15815","1720"
"1600000US5167000","Richmond city, Virginia","91359","1702","38430","2235","52929","2483"
"1600000US5168000","Roanoke city, Virginia","41353","1515","21030","1455","20323","1786"
"1600000US5176432","Suffolk city, Virginia","34890","939","24433","1344","10457","1220"
"1600000US5182000","Virginia Beach city, Virginia","172183","2346","111475","3325","60708","3585"
"1600000US5303180","Auburn city, Washington","32041","2145","19001","1875","13040","1661"
"1600000US5305210","Bellevue city, Washington","58465","2276","30736","2285","27729","2226"
"1600000US5305280","Bellingham city, Washington","36744","1776","15719","1591","21025","1779"
"1600000US5322640","Everett city, Washington","43260","2074","19935","1746","23325","2007"
"1600000US5323515","Federal Way city, Washington","35640","1722","18392","1932","17248","2028"
"1600000US5335275","Kennewick city, Washington","29292","1875","17771","1607","11521","1744"
"1600000US5335415","Kent city, Washington","44303","2468","24363","1994","19940","1858"
"1600000US5335940","Kirkland city, Washington","35325","1414","21738","1450","13587","1406"
"1600000US5343955","Marysville city, Washington","26254","1624","17181","1404","9073","1688"
"1600000US5353545","Pasco city, Washington","20988","1104","13576","1228","7412","1140"
"1600000US5357535","Redmond city, Washington","26496","1001","12704","1120","13792","1066"
"1600000US5357745","Renton city, Washington","39951","2282","19959","1991","19992","1892"
"1600000US5361115","Sammamish city, Washington","21839","775","19285","987","2554","727"
"1600000US5363000","Seattle city, Washington","338002","5763","151082","4729","186920","5498"
"1600000US5367000","Spokane city, Washington","92562","2857","52179","2393","40383","2723"
"1600000US5367167","Spokane Valley city, Washington","39724","1852","22985","1931","16739","1767"
"1600000US5370000","Tacoma city, Washington","85676","3417","44926","2564","40750","3025"
"1600000US5374060","Vancouver city, Washington","73966","2280","38726","2077","35240","1929"
"1600000US5380010","Yakima city, Washington","34526","1613","19271","1478","15255","1966"
"1600000US5502375","Appleton city, Wisconsin","29864","1235","19717","1312","10147","1402"
"1600000US5522300","Eau Claire city, Wisconsin","27185","1401","14700","1413","12485","1670"
"1600000US5531000","Green Bay city, Wisconsin","41272","1833","24373","1611","16899","2017"
"1600000US5539225","Kenosha city, Wisconsin","37135","1504","21185","1505","15950","1475"
"1600000US5548000","Madison city, Wisconsin","111663","2923","51248","2486","60415","2744"
"1600000US5553000","Milwaukee city, Wisconsin","231041","3287","96609","3816","134432","3667"
"1600000US5560500","Oshkosh city, Wisconsin","26703","1494","15358","1329","11345","1199"
"1600000US5566000","Racine city, Wisconsin","30158","1582","14999","1450","15159","1586"
"1600000US5584250","Waukesha city, Wisconsin","29955","1738","17271","1689","12684","1322"
"1600000US7206593","Bayamón zona urbana, Puerto Rico","59679","1873","39347","1919","20332","1841"
"1600000US7210334","Caguas zona urbana, Puerto Rico","28243","1714","18186","1493","10057","1565"
"1600000US7214290","Carolina zona urbana, Puerto Rico","56133","2232","39981","2207","16152","2007"
"1600000US7232522","Guaynabo zona urbana, Puerto Rico","22817","1526","15841","1454","6976","1180"
"1600000US7263820","Ponce zona urbana, Puerto Rico","44454","1689","29735","1690","14719","1511"
"1600000US7276770","San Juan zona urbana, Puerto Rico","142697","3400","76317","2847","66380","3501"
